store_id,name,street,city,state,zip_code,phone,category
8YOR0,Jim's Quick Stop,624 Murphy Grove,Tennyson,TX,76953,(903)360-1144x1566,"Deli, Grains & Pasta & Sides, Meat & Seafood, Beverages, Breakfast & Cereal, Canned Goods & Soups, Fruits & Vegetables"
93WBS,Border Station,924 Michelle Prairie,Arlington,TX,76012,2547858469,"Personal Care & Health, Beverages, Pet Care"
95P3J,Lil' Champ,945 Larry Islands Suite 328,Breaks,VA,24607,(920)422-4950x2047,"Bread & Bakery, Canned Goods & Soups, Frozen Foods, Fruits & Vegetables, Paper & Cleaning & Home, Beverages, Condiments & Spice & Bake, Dairy & Eggs & Cheese, Grains & Pasta & Sides, Pet Care"
9JCHW,Fasmart,55198 Warren Curve Apt. 237,Bouckville,NY,13310,+1-627-980-1491x119,"Deli, Meat & Seafood, Personal Care & Health"
9JYTW,Express Mart Stores,032 Morgan Circles,Madison,VA,22727,+1-778-721-3421x0365,"Baby Care, Bread & Bakery, Condiments & Spice & Bake, Deli, Frozen Foods, Fruits & Vegetables, Canned Goods & Soups, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Meat & Seafood, Paper & Cleaning & Home, Pet Care"
9OVGV,Mapco,145 Mason Viaduct Apt. 769,Warrington,PA,18976,001-713-777-4225x120,"Beverages, Breakfast & Cereal, Canned Goods & Soups, Condiments & Spice & Bake, Baby Care, Frozen Foods, Fruits & Vegetables, Paper & Cleaning & Home"
9QARD,Country Market,516 Phillips Dam Apt. 831,Miami,FL,33131,(120)759-5251,"Baby Care, Bread & Bakery, Dairy & Eggs & Cheese, Deli, Frozen Foods, Meat & Seafood, Paper & Cleaning & Home"
9UIH0,Pit Row,19992 William Track,Star City,IN,46985,365.381.7036x6836,"Frozen Foods, Condiments & Spice & Bake, Dairy & Eggs & Cheese"
9WUOO,Spaceway Oil CO,615 Jeffrey Port,Saint Paul,MN,55119,001-987-887-8739x984,"Beverages, Bread & Bakery, Canned Goods & Soups, Condiments & Spice & Bake, Cookies & Snacks & Candy, Deli, Frozen Foods, Pet Care, Dairy & Eggs & Cheese, Fruits & Vegetables, Grains & Pasta & Sides, Meat & Seafood, Paper & Cleaning & Home"
9Y122,Cracker Barrel Stores Inc,2213 Thompson Prairie Suite 011,Custer,MT,59024,7787756003,"Baby Care, Dairy & Eggs & Cheese, Grains & Pasta & Sides, Paper & Cleaning & Home, Pet Care, Beverages, Bread & Bakery, Breakfast & Cereal, Canned Goods & Soups, Condiments & Spice & Bake, Cookies & Snacks & Candy, Deli, Fruits & Vegetables, Meat & Seafood, Personal Care & Health"
A2QI5,Baum's Mercantile,60272 Romero River Apt. 938,North Port,FL,34286,085-444-0431x6001,"Baby Care, Beverages, Frozen Foods, Pet Care, Breakfast & Cereal, Canned Goods & Soups, Deli, Fruits & Vegetables"
A4BUV,Casey's Cove Convenience Store,71926 Jimenez Street,Clintonville,WI,54929,001-282-030-6235x780,"Paper & Cleaning & Home, Baby Care, Beverages, Cookies & Snacks & Candy, Deli, Frozen Foods, Personal Care & Health, Pet Care"
A6K1H,Victory Marketing Llc,518 Amanda Union,Rake,IA,50465,(403)778-8772,"Condiments & Spice & Bake, Personal Care & Health, Breakfast & Cereal, Canned Goods & Soups, Dairy & Eggs & Cheese, Grains & Pasta & Sides"
A7FI5,7-Eleven,4065 Torres Motorway,Caspar,CA,95420,(876)730-7435,"Bread & Bakery, Condiments & Spice & Bake, Deli, Baby Care, Fruits & Vegetables, Meat & Seafood"
A7ZNF,Popeye Shell Superstop,75000 Love Plaza Suite 822,Wilbur,OR,97494,2875653428,"Bread & Bakery, Canned Goods & Soups, Fruits & Vegetables, Personal Care & Health, Baby Care, Beverages, Deli, Meat & Seafood, Paper & Cleaning & Home"
ABRPL,Rutters Farm Store,79004 Fleming Run,Ripley,OK,74062,001-516-266-9964,"Breakfast & Cereal, Dairy & Eggs & Cheese, Fruits & Vegetables, Pet Care, Baby Care, Canned Goods & Soups, Condiments & Spice & Bake, Deli, Paper & Cleaning & Home, Personal Care & Health"
AGFF1,Pump-N-Pantry Of NY,37270 Flores Course Suite 844,Alexandria,AL,36250,556-998-9123,"Baby Care, Deli, Fruits & Vegetables, Personal Care & Health, Beverages, Pet Care"
AJQRT,Quick Chek Food Stores,538 Curtis Extensions Apt. 943,Harris,NC,28074,707-518-8853x794,"Baby Care, Cookies & Snacks & Candy, Fruits & Vegetables"
AMT4C,Popeye Shell Superstop,548 Peter Courts,Hudson,NY,12534,113-417-6995x38477,"Breakfast & Cereal, Canned Goods & Soups, Condiments & Spice & Bake, Deli, Frozen Foods, Pet Care, Baby Care, Bread & Bakery, Cookies & Snacks & Candy, Fruits & Vegetables, Grains & Pasta & Sides, Meat & Seafood, Paper & Cleaning & Home, Personal Care & Health"
AR4Q8,Cefco,129 Kelly Radial Apt. 503,Rutherford,NJ,7070,499.539.8813x3000,"Beverages, Condiments & Spice & Bake, Cookies & Snacks & Candy, Deli, Frozen Foods, Baby Care, Bread & Bakery, Breakfast & Cereal, Canned Goods & Soups, Dairy & Eggs & Cheese, Fruits & Vegetables, Meat & Seafood, Paper & Cleaning & Home, Personal Care & Health, Pet Care"
ARS5U,Super Quik Inc,89290 Rachel Prairie Apt. 378,Endicott,NE,68350,001-630-655-6449x981,"Baby Care, Canned Goods & Soups, Frozen Foods, Meat & Seafood, Beverages, Cookies & Snacks & Candy, Grains & Pasta & Sides, Paper & Cleaning & Home"
AULSB,Machias Mainway,9412 Martinez Crossing,Mobile,AL,36670,(124)344-2618,"Condiments & Spice & Bake, Frozen Foods, Paper & Cleaning & Home, Beverages, Bread & Bakery, Canned Goods & Soups"
AV8VG,Machias Mainway,2012 Justin Valleys,Glenwood,WV,25520,001-288-029-5184x667,"Baby Care, Beverages, Breakfast & Cereal, Condiments & Spice & Bake, Cookies & Snacks & Candy, Meat & Seafood, Bread & Bakery, Canned Goods & Soups, Deli, Personal Care & Health, Pet Care"
AZUGT,Machias Mainway,619 Sarah Unions Suite 526,Kinsey,MT,59338,-8909,"Meat & Seafood, Grains & Pasta & Sides, Paper & Cleaning & Home, Personal Care & Health"
B4268,Plaid Pantries Inc,40078 Jennifer Route,Debary,FL,32713,788.740.1811x66764,"Deli, Grains & Pasta & Sides, Paper & Cleaning & Home, Bread & Bakery, Breakfast & Cereal, Canned Goods & Soups, Condiments & Spice & Bake, Fruits & Vegetables, Personal Care & Health, Pet Care"
B5XT7,Sunset Foods,65988 Parker Fields,Huntington,WV,25774,635-740-5190x2112,"Baby Care, Bread & Bakery, Breakfast & Cereal, Paper & Cleaning & Home, Canned Goods & Soups, Dairy & Eggs & Cheese, Frozen Foods, Grains & Pasta & Sides, Meat & Seafood, Personal Care & Health, Pet Care"
B6UIN,Mapco Express,99205 Travis Way,Altamont,IL,62411,072.371.0389x6484,"Beverages, Bread & Bakery, Cookies & Snacks & Candy, Fruits & Vegetables, Grains & Pasta & Sides, Personal Care & Health, Baby Care, Breakfast & Cereal, Canned Goods & Soups, Condiments & Spice & Bake, Dairy & Eggs & Cheese, Frozen Foods, Paper & Cleaning & Home, Pet Care"
B7XOX,Maay Convenient Inc,01972 Bridges Mission Apt. 560,Roanoke,VA,24038,5445261795,"Bread & Bakery, Pet Care, Canned Goods & Soups"
BHDBX,Victory Marketing Llc,9070 Kelly Plains Suite 527,Harrisburg,PA,17129,+1-273-523-9477x2944,"Bread & Bakery, Breakfast & Cereal, Condiments & Spice & Bake, Dairy & Eggs & Cheese, Fruits & Vegetables, Grains & Pasta & Sides, Paper & Cleaning & Home, Personal Care & Health, Beverages, Cookies & Snacks & Candy, Deli, Frozen Foods, Meat & Seafood, Pet Care"
BIBX4,Dandy Mini Mart,631 James Trafficway,Lisbon,ND,58054,917.970.3724,"Breakfast & Cereal, Pet Care, Beverages"
BKIUG,Sunset Foods,412 Barbara Place,Sistersville,WV,26175,+1-376-546-4037x859,"Paper & Cleaning & Home, Breakfast & Cereal, Canned Goods & Soups, Dairy & Eggs & Cheese, Frozen Foods, Fruits & Vegetables, Meat & Seafood"
BMHTG,Machias Mainway,34755 Courtney Isle,Merizo,GU,96916,187-516-9301x04273,"Canned Goods & Soups, Cookies & Snacks & Candy, Paper & Cleaning & Home, Personal Care & Health, Frozen Foods"
BNDY3,Cubbys,5887 Paul Road,Perth Amboy,NJ,8861,106-498-8408,"Baby Care, Beverages, Condiments & Spice & Bake, Dairy & Eggs & Cheese, Deli, Fruits & Vegetables, Grains & Pasta & Sides, Meat & Seafood, Bread & Bakery, Canned Goods & Soups, Cookies & Snacks & Candy, Frozen Foods, Paper & Cleaning & Home, Personal Care & Health, Pet Care"
BOMU1,Victory Marketing Llc,37089 George Islands Apt. 472,Centreville,MD,21617,(016)967-6836x318,"Beverages, Bread & Bakery, Condiments & Spice & Bake, Deli, Frozen Foods, Grains & Pasta & Sides, Meat & Seafood, Personal Care & Health, Baby Care, Dairy & Eggs & Cheese, Fruits & Vegetables, Paper & Cleaning & Home"
BSBIA,Victory Marketing Llc,0957 Cindy Keys Suite 621,Memphis,TN,38136,892708172,"Baby Care, Beverages, Bread & Bakery, Breakfast & Cereal, Deli, Frozen Foods, Grains & Pasta & Sides, Meat & Seafood, Paper & Cleaning & Home, Personal Care & Health, Pet Care, Canned Goods & Soups, Condiments & Spice & Bake, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Fruits & Vegetables"
BSSBT,Cefco,591 Roberto Port Apt. 475,Summit,UT,84772,001-684-440-3967x840,"Bread & Bakery, Breakfast & Cereal, Frozen Foods, Meat & Seafood, Personal Care & Health, Grains & Pasta & Sides, Paper & Cleaning & Home"
BTSUW,Machias Mainway,83102 Hill Bypass,Seattle,WA,98138,(368)351-2396x890,"Bread & Bakery, Breakfast & Cereal, Fruits & Vegetables, Paper & Cleaning & Home, Personal Care & Health, Baby Care, Canned Goods & Soups, Grains & Pasta & Sides, Meat & Seafood, Pet Care"
BWJC0,Golden Spike Travel Plaza,0793 Diana Rapids Apt. 433,Oakland,MS,38948,(689)226-5761,"Beverages, Deli, Paper & Cleaning & Home, Personal Care & Health, Pet Care, Baby Care, Bread & Bakery, Breakfast & Cereal"
C4N2L,Sheetz,3311 Carol Port Suite 469,Marshall,IL,62441,5208197189,"Breakfast & Cereal, Frozen Foods, Baby Care, Bread & Bakery, Canned Goods & Soups, Condiments & Spice & Bake, Dairy & Eggs & Cheese, Deli, Fruits & Vegetables, Grains & Pasta & Sides, Paper & Cleaning & Home"
C6EQ7,Beasley Enterprises Inc,55160 Simmons Greens Apt. 613,Maryville,TN,37803,7144788568,"Bread & Bakery, Canned Goods & Soups, Fruits & Vegetables"
C7KJY,Plaid Pantries Inc,387 Christopher Landing Apt. 985,Cottleville,MO,63338,527-416-7933x4551,"Fruits & Vegetables, Grains & Pasta & Sides, Breakfast & Cereal, Condiments & Spice & Bake, Deli, Frozen Foods, Pet Care"
CAX0E,Golden Spike Travel Plaza,171 Andres Forge,Buffalo Lake,MN,55314,8416550646,"Baby Care, Bread & Bakery, Dairy & Eggs & Cheese, Paper & Cleaning & Home, Beverages, Breakfast & Cereal, Canned Goods & Soups, Cookies & Snacks & Candy, Deli, Frozen Foods, Fruits & Vegetables, Grains & Pasta & Sides, Meat & Seafood, Pet Care"
CD9S9,Machias Mainway,620 Alyssa Corner,Malverne,NY,11565,7406588227,"Breakfast & Cereal, Dairy & Eggs & Cheese, Frozen Foods, Fruits & Vegetables, Grains & Pasta & Sides, Meat & Seafood, Pet Care, Beverages, Paper & Cleaning & Home, Personal Care & Health"
CF4HY,Service Champ,38821 Tracy Trace Suite 663,Fultondale,AL,35068,752489510,"Baby Care, Beverages, Condiments & Spice & Bake, Dairy & Eggs & Cheese, Grains & Pasta & Sides, Cookies & Snacks & Candy, Fruits & Vegetables, Personal Care & Health, Pet Care"
CGNL1,Jim's Quick Stop,08940 Landry Field,Hubbardsville,NY,13355,705.074.2506x764,"Bread & Bakery, Breakfast & Cereal, Condiments & Spice & Bake, Deli, Frozen Foods, Grains & Pasta & Sides, Beverages, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Fruits & Vegetables, Pet Care"
CHPGE,Jim's Quick Stop,19737 Erica Fall,Wales Center,NY,14169,500-358-2211x27969,"Baby Care, Beverages, Canned Goods & Soups, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Condiments & Spice & Bake, Grains & Pasta & Sides"
CQTM4,Simonson Market,5319 Weaver Village,Saltillo,TX,75478,663.441.7222x3888,"Beverages, Bread & Bakery, Dairy & Eggs & Cheese, Deli, Fruits & Vegetables, Paper & Cleaning & Home, Personal Care & Health, Baby Care, Canned Goods & Soups, Condiments & Spice & Bake, Grains & Pasta & Sides, Meat & Seafood, Pet Care"
CR5T7,Sheetz,339 Russell Wells,Redrock,NM,88055,-9885,"Bread & Bakery, Condiments & Spice & Bake, Cookies & Snacks & Candy, Deli, Frozen Foods, Paper & Cleaning & Home, Personal Care & Health, Beverages, Breakfast & Cereal, Canned Goods & Soups, Fruits & Vegetables, Grains & Pasta & Sides, Meat & Seafood, Pet Care"
CRBII,Golden Spike Travel Plaza,533 Turner Burg Suite 900,Hamburg,MI,48139,416-133-8875,"Condiments & Spice & Bake, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Meat & Seafood, Personal Care & Health"
CTAQ0,Casey's Cove Convenience Store,184 Timothy Common Apt. 932,Miami,FL,33182,001-688-320-1726,"Baby Care, Beverages, Bread & Bakery, Deli, Meat & Seafood"
CUBUY,Mapco,231 Victor Hill,Monee,IL,60449,829.050.3133x610,"Beverages, Condiments & Spice & Bake, Fruits & Vegetables, Paper & Cleaning & Home, Bread & Bakery, Frozen Foods, Grains & Pasta & Sides"
CW5P7,Pump-N-Pantry Of NY,37166 Johnson Field,Niles,MI,49120,505.454.2261x02714,"Bread & Bakery, Breakfast & Cereal, Dairy & Eggs & Cheese, Meat & Seafood, Condiments & Spice & Bake, Cookies & Snacks & Candy, Deli, Personal Care & Health"
D08TS,Popeye Shell Superstop,7742 Kelsey Station Suite 278,West Milton,OH,45383,001-567-647-8282x250,"Breakfast & Cereal, Pet Care, Beverages, Bread & Bakery, Canned Goods & Soups, Personal Care & Health"
D2TKQ,Plaid Pantries Inc,5527 Katrina Ville Apt. 918,Marion,AR,72364,002.880.7009,"Deli, Pet Care, Baby Care, Breakfast & Cereal, Condiments & Spice & Bake, Frozen Foods, Fruits & Vegetables, Personal Care & Health"
D3O18,Super Quik Inc,83205 Erica Dale Suite 728,Bemus Point,NY,14712,+1-421-976-4839x3588,"Pet Care, Baby Care, Cookies & Snacks & Candy"
D4HJY,Lil' Champ,338 Hamilton Park,Pine Bluff,AR,71611,001-595-273-4545,"Canned Goods & Soups, Condiments & Spice & Bake, Dairy & Eggs & Cheese, Pet Care, Cookies & Snacks & Candy, Deli, Fruits & Vegetables, Paper & Cleaning & Home"
D9GDA,Cracker Barrel Stores Inc,0997 Bruce Extension,Drasco,AR,72530,+1-491-731-9704x060,"Beverages, Bread & Bakery, Fruits & Vegetables, Breakfast & Cereal, Canned Goods & Soups, Condiments & Spice & Bake, Cookies & Snacks & Candy, Deli, Grains & Pasta & Sides, Meat & Seafood, Paper & Cleaning & Home"
DQATU,Victory Marketing Llc,8495 Kimberly Key Apt. 397,Tynan,TX,78391,001-290-823-7725x416,"Canned Goods & Soups, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Paper & Cleaning & Home, Personal Care & Health, Baby Care, Breakfast & Cereal, Deli, Frozen Foods, Fruits & Vegetables, Grains & Pasta & Sides, Meat & Seafood, Pet Care"
DSKWY,Baum's Mercantile,7854 Ibarra Divide Apt. 380,Buckeye,AZ,85326,978-501-1051x00496,"Beverages, Frozen Foods, Fruits & Vegetables"
DV8C3,Elnemr Enterprises Inc,92599 Green Lock,Danville,IL,61834,767.587.3180x67261,"Frozen Foods, Pet Care, Deli, Personal Care & Health"
DZ3S4,Plaid Pantry,87151 Joseph Viaduct Apt. 754,Presidio,TX,79845,916-203-8498,"Baby Care, Condiments & Spice & Bake, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Fruits & Vegetables, Grains & Pasta & Sides, Pet Care, Beverages, Bread & Bakery, Canned Goods & Soups, Deli, Meat & Seafood, Paper & Cleaning & Home, Personal Care & Health"
E0HTC,Fasmart,7269 Cruz Roads,Wildwood,NJ,8260,577.933.3693,"Beverages, Breakfast & Cereal, Cookies & Snacks & Candy, Deli, Fruits & Vegetables, Grains & Pasta & Sides, Meat & Seafood, Personal Care & Health, Baby Care, Bread & Bakery, Canned Goods & Soups, Condiments & Spice & Bake, Dairy & Eggs & Cheese, Frozen Foods, Paper & Cleaning & Home, Pet Care"
E2F4D,Cracker Barrel Stores Inc,60667 Maurice Drive,Oneida,WI,54155,723-284-2563,"Beverages, Canned Goods & Soups, Dairy & Eggs & Cheese, Baby Care, Breakfast & Cereal, Condiments & Spice & Bake"
E5SJO,Country Market,92291 Barnett Parks Apt. 801,Brussels,IL,62013,+1-200-419-9418x8712,"Beverages, Bread & Bakery, Condiments & Spice & Bake, Cookies & Snacks & Candy, Fruits & Vegetables, Meat & Seafood, Paper & Cleaning & Home, Pet Care, Baby Care, Breakfast & Cereal, Canned Goods & Soups, Deli, Frozen Foods, Grains & Pasta & Sides, Personal Care & Health"
EFZC1,Cefco,00510 Kayla Haven,Bronx,NY,10474,403.516.7218x632,"Beverages, Bread & Bakery, Canned Goods & Soups, Cookies & Snacks & Candy, Deli, Frozen Foods, Grains & Pasta & Sides, Meat & Seafood, Pet Care, Baby Care, Breakfast & Cereal, Dairy & Eggs & Cheese, Fruits & Vegetables, Paper & Cleaning & Home"
EHN88,Fasmart,24591 Smith Brook,Cleveland,TN,37364,719.453.2472x568,"Beverages, Breakfast & Cereal, Bread & Bakery, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Deli, Fruits & Vegetables, Grains & Pasta & Sides, Personal Care & Health"
ES4MT,Dandy Mini Mart,2732 Jason Lane,Lebam,WA,98554,001-663-175-4662x022,"Bread & Bakery, Condiments & Spice & Bake, Grains & Pasta & Sides, Pet Care"
ES7Y4,Rutters Farm Store,1237 Cortez Shores Suite 566,Mc Adenville,NC,28101,(927)780-4698,"Baby Care, Beverages, Condiments & Spice & Bake, Pet Care, Dairy & Eggs & Cheese, Deli"
EZ72N,Popeye Shell Superstop,55323 White Coves,Winston Salem,NC,27115,+1-739-543-5653x5248,"Beverages, Cookies & Snacks & Candy, Frozen Foods, Paper & Cleaning & Home, Personal Care & Health, Baby Care, Canned Goods & Soups, Dairy & Eggs & Cheese, Deli, Grains & Pasta & Sides, Meat & Seafood, Pet Care"
F0ERJ,Border Station,205 Hernandez Stream,Claremont,SD,57432,956-043-9910,"Grains & Pasta & Sides, Personal Care & Health, Condiments & Spice & Bake, Cookies & Snacks & Candy, Fruits & Vegetables, Pet Care"
F56Z4,Service Champ,76313 Ramos Cove,Crocketts Bluff,AR,72038,001-020-060-1221,"Condiments & Spice & Bake, Deli, Meat & Seafood, Pet Care, Bread & Bakery, Breakfast & Cereal, Frozen Foods, Fruits & Vegetables, Grains & Pasta & Sides, Paper & Cleaning & Home, Personal Care & Health"
F5LEJ,Irving Oil Corp,0443 Brett Hills,Stacyville,ME,4777,437-864-4188x5639,"Baby Care, Beverages, Bread & Bakery, Breakfast & Cereal, Condiments & Spice & Bake, Dairy & Eggs & Cheese, Deli, Grains & Pasta & Sides, Meat & Seafood, Paper & Cleaning & Home, Personal Care & Health, Pet Care, Cookies & Snacks & Candy, Frozen Foods, Fruits & Vegetables"
F6ZK0,Maay Convenient Inc,2769 Erin Harbor Suite 968,Carrolls,WA,98609,8507827136,"Canned Goods & Soups, Cookies & Snacks & Candy, Frozen Foods, Grains & Pasta & Sides, Breakfast & Cereal, Condiments & Spice & Bake, Dairy & Eggs & Cheese"
FAD35,Popeye Shell Superstop,051 Johnson Flat,Nash,OK,73761,301-840-9727x449,"Canned Goods & Soups, Condiments & Spice & Bake, Bread & Bakery, Breakfast & Cereal, Fruits & Vegetables, Personal Care & Health, Pet Care"
FCOVT,Hillcrest,432 Jennifer Oval Apt. 969,Memphis,TN,38177,704.350.6593,"Beverages, Breakfast & Cereal, Deli, Frozen Foods, Fruits & Vegetables, Grains & Pasta & Sides, Paper & Cleaning & Home, Personal Care & Health, Pet Care, Bread & Bakery, Cookies & Snacks & Candy, Meat & Seafood"
FCR45,Cracker Barrel Stores Inc,1378 Ronald Forest,Manitou Beach,MI,49253,+1-749-590-3394x1837,"Canned Goods & Soups, Dairy & Eggs & Cheese, Deli, Frozen Foods, Fruits & Vegetables, Grains & Pasta & Sides, Meat & Seafood, Personal Care & Health, Baby Care, Beverages, Bread & Bakery, Condiments & Spice & Bake, Paper & Cleaning & Home, Pet Care"
FFAZF,Beasley Enterprises Inc,2583 Troy Trafficway Apt. 262,Bridgeport,CA,93517,(578)973-1207,"Condiments & Spice & Bake, Cookies & Snacks & Candy, Beverages, Bread & Bakery, Grains & Pasta & Sides, Meat & Seafood, Paper & Cleaning & Home"
FIB83,Cracker Barrel Stores Inc,4210 Williams Square Suite 169,Oakton,VA,22124,-5610,"Baby Care, Beverages, Bread & Bakery, Condiments & Spice & Bake, Fruits & Vegetables, Grains & Pasta & Sides, Pet Care, Breakfast & Cereal, Canned Goods & Soups, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Deli, Frozen Foods, Meat & Seafood, Paper & Cleaning & Home, Personal Care & Health"
FIY4K,Cubbys,69229 Melissa Point,Manchester,TN,37349,091.938.5282x187,"Baby Care, Bread & Bakery, Canned Goods & Soups, Dairy & Eggs & Cheese, Deli, Fruits & Vegetables, Meat & Seafood, Beverages, Breakfast & Cereal, Cookies & Snacks & Candy, Paper & Cleaning & Home, Personal Care & Health, Pet Care"
FK2B5,Cracker Barrel Stores Inc,99306 Padilla Ville,Bomont,WV,25030,036-929-4785x9381,"Baby Care, Bread & Bakery, Canned Goods & Soups, Frozen Foods, Grains & Pasta & Sides, Beverages, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Deli, Meat & Seafood, Paper & Cleaning & Home, Personal Care & Health, Pet Care"
FNET8,Casey's Cove Convenience Store,7423 Spencer Street Apt. 258,West Chatham,MA,2669,137.692.1788,"Baby Care, Beverages, Bread & Bakery, Cookies & Snacks & Candy, Fruits & Vegetables, Personal Care & Health, Pet Care, Canned Goods & Soups, Dairy & Eggs & Cheese, Grains & Pasta & Sides"
FNJXE,Pump-N-Pantry Of NY,52140 Pham Gardens,Berlin Center,OH,44401,(277)232-8363,"Beverages, Deli, Frozen Foods, Fruits & Vegetables, Grains & Pasta & Sides, Personal Care & Health, Baby Care, Bread & Bakery, Breakfast & Cereal, Meat & Seafood, Pet Care"
FPQNI,Border Station,664 Patterson Manors,Tarawa Terrace,NC,28543,001-962-937-0037x050,"Baby Care, Beverages, Canned Goods & Soups, Dairy & Eggs & Cheese, Deli, Bread & Bakery, Breakfast & Cereal, Condiments & Spice & Bake, Cookies & Snacks & Candy, Fruits & Vegetables, Meat & Seafood"
FW8ZT,Cefco,748 Tracy Radial Suite 820,Moore,TX,78057,3442040809,"Bread & Bakery, Deli, Grains & Pasta & Sides, Meat & Seafood, Personal Care & Health, Pet Care, Baby Care, Breakfast & Cereal, Canned Goods & Soups, Condiments & Spice & Bake, Cookies & Snacks & Candy, Dairy & Eggs & Cheese"
FWJY6,Popeye Shell Superstop,67797 Christina Falls Apt. 320,Willsboro,NY,12996,929.982.5405x39083,"Baby Care, Fruits & Vegetables, Canned Goods & Soups"
FX0RG,6-Twelve Convenient-Mart Inc,025 Barron Pine,Berlin Center,OH,44401,001-965-695-7485,"Baby Care, Bread & Bakery, Canned Goods & Soups, Frozen Foods, Fruits & Vegetables, Meat & Seafood"
G28Y1,Rutters Farm Store,7787 Alex Dale Apt. 680,Estacada,OR,97023,2269020955,"Meat & Seafood, Paper & Cleaning & Home, Breakfast & Cereal, Canned Goods & Soups"
G29KT,Express Mart Stores,806 Brad Unions,Niantic,IL,62551,965.587.0063x1816,"Baby Care, Breakfast & Cereal, Canned Goods & Soups, Dairy & Eggs & Cheese, Frozen Foods, Fruits & Vegetables, Bread & Bakery, Grains & Pasta & Sides"
G626N,Super Quik Inc,06795 Paula Oval,Union Springs,AL,36089,2766172238,"Baby Care, Beverages, Breakfast & Cereal, Condiments & Spice & Bake, Deli, Frozen Foods, Fruits & Vegetables, Grains & Pasta & Sides, Bread & Bakery, Canned Goods & Soups, Cookies & Snacks & Candy, Meat & Seafood, Personal Care & Health"
G6TQY,Pit Row,580 Reese Point Suite 590,Huntsville,AL,35802,(509)708-7624x987,"Baby Care, Canned Goods & Soups, Dairy & Eggs & Cheese, Fruits & Vegetables, Grains & Pasta & Sides, Meat & Seafood, Paper & Cleaning & Home, Personal Care & Health, Bread & Bakery, Breakfast & Cereal, Condiments & Spice & Bake, Deli, Frozen Foods"
G9N3Z,Simonson Market,155 Savage Oval,Ojai,CA,93024,+1-705-140-2703x6293,"Baby Care, Breakfast & Cereal, Condiments & Spice & Bake, Meat & Seafood, Bread & Bakery, Cookies & Snacks & Candy, Frozen Foods, Pet Care"
G9V7E,Maay Convenient Inc,106 Cervantes Junction,Long Island City,NY,11120,5825875952,"Bread & Bakery, Breakfast & Cereal, Deli, Fruits & Vegetables, Pet Care, Beverages, Canned Goods & Soups, Dairy & Eggs & Cheese"
GBNTS,Quick Chek Food Stores,5350 Thomas Neck Suite 806,Whittier,NC,28789,001-858-644-8672x168,"Baby Care, Bread & Bakery, Breakfast & Cereal, Canned Goods & Soups, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Frozen Foods, Grains & Pasta & Sides, Meat & Seafood, Personal Care & Health, Pet Care, Beverages, Condiments & Spice & Bake, Deli, Fruits & Vegetables, Paper & Cleaning & Home"
GJNJB,Cefco,0767 Holly Fords,Mozier,IL,62070,519-060-6935,"Baby Care, Beverages, Condiments & Spice & Bake, Fruits & Vegetables, Meat & Seafood, Personal Care & Health, Breakfast & Cereal, Grains & Pasta & Sides, Paper & Cleaning & Home, Pet Care"
GKQYL,Plaid Pantries Inc,8827 Teresa Ways,Carrollton,OH,44615,(002)623-6127x003,"Baby Care, Bread & Bakery, Grains & Pasta & Sides"
GP4ET,Irving Oil Corp,4900 Danielle Heights,Raleigh,NC,27611,437-515-0940x2427,"Baby Care, Beverages, Breakfast & Cereal, Canned Goods & Soups, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Paper & Cleaning & Home, Bread & Bakery, Condiments & Spice & Bake, Frozen Foods"
GVFVV,Stripes Llc,69487 Shaun Spring,Manville,NJ,8835,650.058.2640x6543,"Bread & Bakery, Deli, Frozen Foods, Breakfast & Cereal, Cookies & Snacks & Candy, Dairy & Eggs & Cheese, Personal Care & Health"
GVGHO,Irving Oil Corp,8970 Hall Junctions Apt. 335,El Paso,TX,79942,(807)446-0048x59204,"Dairy & Eggs & Cheese, Fruits & Vegetables, Cookies & Snacks & Candy, Frozen Foods, Grains & Pasta & Sides, Meat & Seafood"
H39E9,Hillcrest,313 Wade Stream Suite 675,Raphine,VA,24472,411-366-9299x4144,"Breakfast & Cereal, Canned Goods & Soups, Cookies & Snacks & Candy, Fruits & Vegetables, Meat & Seafood, Personal Care & Health, Beverages, Grains & Pasta & Sides, Paper & Cleaning & Home"
H6IY1,Pump-N-Pantry Of NY,7967 Diane Summit,Cedarbluff,MS,39741,879.503.3439x5973,"Beverages, Grains & Pasta & Sides, Breakfast & Cereal, Cookies & Snacks & Candy, Pet Care"
H6QG4,Victory Marketing Llc,383 Sheppard River Suite 397,Atlanta,GA,30343,428-621-3139x169,"Fruits & Vegetables, Grains & Pasta & Sides, Meat & Seafood, Personal Care & Health, Baby Care, Dairy & Eggs & Cheese"
