item_id,qty,selling_price,order_id,product_id
BXC3Q,8,47.87,N7DZP,Y7KB7
WGPQH,1,14.52,GHKLX,5LXR0
JDW0I,2,4.45,MFMBC,BLPK9
HDL32,2,6.27,U5KMT,YZ445
BGM3I,4,10.48,VFJGN,PZU51
83V5X,8,2.34,BHYVF,Q51Y8
ZAFE0,6,2.23,DFW5S,H9ZS8
IGQLC,5,2.9,AI7CT,S0GZ6
4D2MU,8,1.37,J62VG,QJ7MC
DBH9Q,10,5.23,3XRKT,4PJKU
PTVUY,4,5.84,3XRKT,DEG4O
C0YYH,5,9.7,QDT4J,LVD5O
V5MGP,8,10.73,3VNKJ,AJYXD
VMEQQ,8,1.81,9PTDR,DMNTR
3E5V0,1,6.32,C72KM,P54TQ
G8I72,1,14.64,C72KM,5UAAH
WY4WR,2,20.05,PB1DE,DHNW3
OBUIU,10,7.13,PRSB4,TSN5P
4YD1O,7,5.07,NY1I7,K4J06
0O63G,1,6.22,Q22A2,1O9DX
WSA6O,6,8.9,A4FBS,8FG4T
HYYJS,10,4.58,6880H,RFBU9
B3FM6,3,0.99,6880H,P6J2X
XM2LQ,10,9.89,6880H,8R03H
60M3Y,6,3.68,O39FB,O64TP
6SBA3,2,3.6,5701R,B4256
6SVST,6,1.94,YS11W,9XE9C
NGF9G,5,5.15,IGXTQ,WEBBJ
AZQJE,7,9.29,HFTAG,2VOTG
IF99A,4,5.12,KGEE0,CXV5D
2ZFLB,4,0.99,FV5O5,KB856
U0CY0,7,2.11,XPTP1,ZWBXI
V2EZR,5,1.08,XPTP1,5LJYY
1DES1,5,4.51,LB4NY,EVXJD
G10R3,2,0.99,HPHI3,0VMR0
2C0YV,9,2.32,HPHI3,80C11
4G9G9,7,7.56,W7ZEI,TUSKH
EGV83,10,15.17,W7ZEI,U1H41
T4Q3Z,7,5.1,W7ZEI,LEXZS
OF3ZO,10,2.57,Z2XIR,S0GZ6
W9P0I,9,4.33,Z2XIR,WHJNN
FL6K9,3,6.83,Z2XIR,OCT4N
SLESU,4,2.34,4ECG0,705ZD
E93WG,1,1.53,4ECG0,WY80W
71JLV,10,4.22,GZF03,375QA
R93Y0,6,3.94,GZF03,1S7VD
L8PPL,5,6.55,SMI49,2H9ZP
14YJ4,1,4.75,2N232,L6E00
1Q08U,1,3.47,EXNUV,W1HC2
RO3IZ,8,4.09,EXNUV,OBM5O
R3KR0,1,5.1,19U2N,2VOTG
VV6I7,4,3.43,6UYPL,705ZD
OHEUT,9,3.4,6UYPL,S5F2I
B8SWY,3,11.33,P73N2,1ZKKL
FLS0E,4,11.93,3TBHL,7S3OW
T2I0U,9,1.95,F5HK0,CS73N
UBRPX,3,2.1,J7IDK,DMNTR
5D0Y8,1,35.29,5CNF9,8IDLX
Z2YWV,8,6.22,Q5B0F,TAWAM
H9PVI,9,2.26,GJ9DR,RIYZZ
BH8W0,4,7.24,YWQ1O,05V84
VW457,1,14.99,DMMB5,75STJ
8BGR0,2,3.65,BZFCM,DEG4O
JWT85,10,6.35,EKT6W,CNPR0
9QMAB,8,3.5,AKUJB,M14FR
X7FB2,3,6.26,NNARJ,XLH3C
NU9QI,10,3.48,F6T9K,BZ2IX
32LN8,9,1.55,IY5CL,56LQ1
HFW9M,6,6.75,8I874,B7B06
UR3HZ,3,3.59,PU79R,8HUQ4
P6336,2,1.98,PU79R,5LJYY
A59A3,9,1.95,D9HKN,BZ2IX
TL0F6,3,5.42,SE0RN,JDQP2
7DONH,7,2.98,SE0RN,SUY4D
662XE,1,7.7,40KH7,OF4I9
AWK7K,8,10.16,QNFMS,Y56S6
8E1Z7,9,4.37,FPTMA,C2X37
JCYF6,7,5.64,FPTMA,22P6A
GG9WS,10,3.17,BZBUX,9P8N6
PU4HZ,3,9.19,QWA0Z,FT5IF
6UTTF,8,22.56,QWA0Z,9DA7J
1QOM1,5,0.99,FSAZR,0VMR0
PPZO5,6,7.62,4O6ZC,LODFL
5X631,3,6.13,8XSZI,FT5IF
DUPEV,1,0.99,T1R6H,HCUV9
5N80Y,8,4.69,9ZZ2Q,R37PD
95F1G,7,6.56,G8RFX,OE915
JK427,5,1.31,G8RFX,60LB0
QJR2X,10,7.34,SE1TR,2H9ZP
8Z13F,10,0.99,1SEI5,X3BWP
MKHH1,3,13.31,IIIY2,YWRAR
Z9N20,1,3.52,7RDHO,58OU3
U629G,3,8.61,6835F,I3KJ2
FLBTG,6,5.74,XH388,OF4I9
4Z2RA,9,0.99,XH388,P39SF
Z3F0X,2,19.38,Z40GK,MPAO6
FZZ8X,6,0.99,MPU7Q,8SVE8
ICJUC,2,7.35,MPU7Q,BNGIK
5RUXL,2,7.7,UYMT3,SSYOY
K1YN0,5,1.04,SHIRW,X8YHB
1MDHQ,6,2.18,SHIRW,YGKLY
XL0PD,6,5.36,SHIRW,2H9ZP
U2NNC,8,18.14,NPR1O,Y5ZMA
WI6HE,2,6.47,ZUV1B,8YAY3
G9ETR,1,1.61,QWQD5,NL2ZK
814ZX,6,3.67,A8ZHD,L8BID
1XV02,6,9.83,O6OG1,74HC1
KC85X,7,15.75,39A2V,YWRAR
E0INN,7,3.45,39A2V,7NZ9Q
AWHUB,2,4.08,GETIK,5DIKX
R34P5,7,9.07,PMR21,XLH3C
4RM2D,9,5.75,PMR21,DBNI8
95LWV,7,5.8,PMR21,TTMTO
VQ0I4,9,3.26,3CBD0,LEXZS
9WTHE,2,19.04,DLOWU,T5RAI
F8IOB,4,7.75,6CSCU,BZJNQ
MYQZC,7,3.11,6CSCU,XUXA0
UCREY,7,8.84,O7DM9,94NLG
0TXGP,5,4.27,FDO6Q,QHH1G
5NZN3,2,4.66,FDO6Q,ZQLZO
HMKT7,10,3.67,T631N,R0PBG
B9G8T,4,5.49,VQXU2,2MQBL
8IJ3N,6,5.45,VQXU2,1Y87V
3IEQN,5,5.27,9BG53,R8ZD5
H07JX,6,4.81,9BG53,TBK0W
RH3EY,1,6.4,9VIR2,CNPR0
X3XE9,4,7.59,7GXO7,KGIKP
PKC7T,6,6.2,APLTU,E8K8K
FUXJR,6,4.42,Z1FFU,LBLB7
90NNQ,7,8.2,Z1FFU,PMDQO
85WZH,4,0.99,7F6UT,6YHZC
P3JEE,4,7.64,9NB18,P0V9J
A5335,2,5.54,IWM1R,TBK0W
2H0PA,6,4.99,IWM1R,58WHL
RM39B,8,2.58,O224Q,NL2ZK
A22ZS,2,6.46,O224Q,I06B8
N37R2,5,2.72,Z8CJD,EEHTM
VG14R,2,0.99,DNQ51,4XTQO
36KQW,8,77.77,DNQ51,X0401
O2LWT,1,3.8,DCWKG,U0BKO
TIY27,7,2.94,DCWKG,DMNTR
2DVAB,5,6.31,DDIUP,FDVH8
82K7W,8,1.67,DDIUP,JH08L
ZSB9N,10,11.21,W5OBR,2SEIL
LH0H0,10,3.27,WXXDT,WSJJC
XSFSM,6,8.07,3M8LI,DKC29
O3TQ7,9,2.69,X3BQW,OBM5O
RP73F,2,20.3,HCZTK,N1Z3S
6T4JT,4,1.03,XCFTR,DMNTR
0UX3D,8,5.6,3LLKF,93NRR
17S6C,3,4.56,QRCLK,CXV5D
HLDNI,9,5.1,QRCLK,OBM5O
ESY5J,1,5.59,P7A0I,SQ41U
HS69E,2,2.23,ZAE54,L8BID
7F24L,3,4.22,ZAE54,H3HBY
B5LHE,6,16.22,ZAE54,9S30I
ZK3FX,7,4.83,ZAE54,OVT81
M6N61,2,9.34,ZAE54,Y56S6
TFFWW,4,12.9,QUEKW,7GQ6D
9SF55,4,4.75,7KMKS,P70HF
13ES1,5,2.46,I9652,NVXBC
LRASA,10,3.54,I9652,ER571
U3WU1,9,10.82,I9652,GOH26
C1ZTD,8,4.91,I9652,5920Z
C44DU,1,3.65,8ICEU,OTT7P
RFODW,5,14.88,HZQII,X1MYK
UFJ7Z,6,6.77,Q07B1,9IZXV
K13TM,4,0.99,LXMX3,X8YHB
7QXMR,5,33.23,3TH0H,LNLBU
5VXZW,7,3.98,ZWHUL,UF431
E7J6S,7,7.77,S32WT,3L8JQ
9A3HL,9,8.01,S32WT,I3KJ2
WT7KC,5,10.44,B2SN7,JXKTO
Y40M8,7,2.03,LHECO,ZWBXI
95TNZ,10,3.84,EO50X,K0QEE
7MMVR,7,8.12,EO50X,SFD2A
RQ9CX,4,8.61,RNG2L,MUFUS
78YYJ,4,45.7,P734F,HW481
N8V5D,7,3.38,K10UN,3MAE2
OZTKK,1,3.97,HPX8G,BQJ2N
CNZL3,5,9.28,ML7FB,15CBH
W5T2G,1,3.13,ML7FB,EBY6L
UK80X,5,1.29,ML7FB,6X2OD
PSH03,4,2.55,ML7FB,XHQMC
3HVFR,6,9.1,9MJJZ,2OIFC
FHV5D,9,2.13,AEIAK,72F5P
PBWS6,7,4.75,AEIAK,V3SOM
LZV75,4,9.45,BIN2P,JHXPY
TM1UX,3,1.5,4GWZ1,WZO4R
T927K,3,1.97,PLE15,PZ2E2
96KY7,9,3.36,D02O0,GN11E
ZQW0X,1,4.81,VGVP6,K4J06
26NY9,9,8.52,CLKAO,SFD2A
IES51,9,5.47,5P9CS,B4256
FXYVK,4,1.75,5P9CS,115BX
23ZOS,8,2.26,UN414,93NRR
VR7BM,8,7.06,UN414,KLBI5
ESQ5G,1,2.01,YPPIB,INC58
06R7C,1,2.84,YPPIB,XBNP5
N651K,1,9.32,BO57S,PJZPV
IZE3I,9,3.41,SA0KF,6WLH2
RKQ42,4,21.25,SA0KF,PQ9EZ
4RJTP,3,5.71,F1V2W,I6NQP
ORH0V,10,4.71,ML4DJ,BQJ2N
VVPT8,9,0.99,20B41,8FA5U
LAFED,4,2.79,6MUI2,6J6E8
XAXKS,10,21.28,QY4GL,2AT8T
RAE9X,2,5.75,QY4GL,G08JV
LSIGZ,4,4.16,C3HUI,GN11E
NIUQB,4,3.58,2Z6ZJ,06WHX
NMNDY,2,7.11,2Z6ZJ,RDXAE
D1UFO,9,9.07,2Z6ZJ,OP2W7
GX30R,9,13.14,CW54E,RFGWT
R6MU1,8,3.53,RB7T0,MUFUS
T9FGX,6,1.05,23T4O,RPRGX
5P8LZ,4,0.99,2EQ8D,P6J2X
8TUF2,4,26.87,M9MMI,TLN4D
L1KOD,10,8.13,X68JH,JO6NT
2WHR0,5,6.57,7EVDE,GXYWF
14WTK,1,1.29,U6DJW,IN3KL
A1XCA,10,3.49,IBG7A,PZ2E2
0793W,9,23.82,WUBE8,MB4PL
I0UC2,2,3.26,80VUA,K0QEE
DUN49,10,3.62,80VUA,CLDLH
VANUG,6,4.16,TUWAN,TTMTO
XBKLC,5,12.96,5TA9X,KLBI5
RS5EH,5,8.84,W7TEQ,UBZYL
HSRVW,8,10.12,W7TEQ,BRYPX
DKC9J,4,4.55,4HBZI,OS9YR
A5YH6,5,3.64,JZ5S8,V473N
59RPA,9,3.46,MA81B,YDQ0J
3ZR3R,4,2.94,BDAE7,46HCV
D58HY,6,2.22,9HMTR,035MH
7DNJL,5,17.96,9HMTR,9S30I
11HAL,4,4.02,EE9XX,VMJYN
TA115,3,2.88,CPXLW,H9ZS8
0G6HR,7,10.78,ZTQ9Q,BNWJE
PAQPC,3,2.53,ZTQ9Q,6X2OD
2H4CS,3,1.67,6DJN4,4XTQO
0RG9B,2,5.2,TXGC7,MDPPC
IZN6B,9,4.47,OWJYK,KS9AX
HGDQR,5,6.33,JGUPV,LXJML
CNBS6,10,8.01,JGUPV,BRAGZ
Z1VIW,8,4.58,WYO4M,M54RL
C6A4B,3,3.41,WYO4M,FA3EA
QD1U2,3,3.27,VD54X,RFBU9
3GYUQ,2,9.08,EDGF2,AIY7S
9QUQA,4,3.37,EDGF2,SQ41U
5LGSK,3,8.62,UQJIX,YZ445
7ZITG,1,6.94,0ECV4,UBFLZ
2BPDR,2,2.77,PHVAE,TJHLQ
UTI5V,1,3.04,PHVAE,3WJU2
PM7VH,9,2.72,XC609,YHD9M
6V35O,9,4.62,1C4YU,58WHL
VEIOJ,6,11.09,AXQA2,Y56S6
WALVE,5,0.99,AXQA2,86JQ7
3UZXE,8,7.15,YUF5L,5AOF1
F0INB,4,4.37,L5BWY,4OQJ1
UL192,6,2.96,33B4W,QICOI
YNUWA,4,2.21,MJ9F4,WY80W
5PFIN,8,9.47,6OFKW,0X9GR
9PA69,2,2.68,6OFKW,YHD9M
0846V,4,7.03,6OFKW,CNPR0
LABO8,6,6.04,M7NHK,IRG32
S8LDR,7,0.99,GOBNA,8SVE8
5MO7R,8,2.11,5AWD1,QHH1G
M1T4I,8,19.89,5AWD1,1ZKKL
B2SAN,4,7.88,U5WS2,2RU78
WFYZ8,9,9.41,US40O,74HC1
R2WK9,3,10.01,HU98E,SSYOY
MHT7R,6,2.91,UAS5V,TMD3L
GIJ88,1,12.16,8PYBG,RIDJT
D3Y3T,1,3.86,8PYBG,TTMTO
6QE8U,9,7.26,JPZA5,PL164
1EW0L,4,2.82,JPZA5,F6QZB
U49C1,6,0.99,JPZA5,ALIX6
VW0OX,9,6.3,IRJFR,DEG4O
HF042,9,10.16,EML2J,94NLG
O2SAP,9,2.26,H6Q91,QXODP
LHP4N,3,3.62,H6Q91,ZZSFC
Y15VN,8,1.31,QMQB5,7SBHG
7NFFM,10,3.73,QMQB5,YIGNT
0ANAR,8,5.15,EQ86E,5KX5O
YZHN8,4,20.84,6MTZ4,TLN4D
4KBGI,9,5.7,U0QDJ,WU6SK
A21LL,4,5.03,9L2CT,05V84
4F8U7,5,2.12,B8AFV,VXUX0
M5JVS,1,24.36,B8AFV,84G67
X1TIZ,5,15.16,B8AFV,TTXEH
X9HKJ,10,6.43,HWU23,P0V9J
4Z34P,10,1.76,ELAKU,9HJ2E
9ZLP9,3,3.5,27O7L,EEHTM
PWXG5,10,6.3,27O7L,Y56S6
ZZKHZ,10,8.36,ERS76,OP2NK
O3X5J,5,7.47,V3IVI,H1ZUB
ADKFC,3,12.93,K2CQK,5UUXB
SLAYE,2,9.02,M0X44,JY2QU
OYCRV,1,5.16,SWIF1,ZZSFC
WNH9J,1,7.37,NOV89,ZCNB8
RQTQR,1,2.26,OAQEW,YIGNT
J8O0B,7,5.11,MD2IC,6JLU0
UXXU4,10,6.65,P12EI,5I2NI
GUI6B,6,8.5,P12EI,8CA8L
SZAZO,9,7.0,OUA5B,RIDJT
OIXHT,2,13.59,XSRDW,9DA7J
3WJQ2,9,8.07,FAHBW,TSN5P
ON8G8,5,3.42,JB4PE,NL2ZK
QNMPO,9,5.59,JB4PE,UDRJG
OATJV,9,6.8,C0HNE,YDFT3
USH12,10,0.99,ARKYI,57TK1
XWQ1X,6,5.68,SFDBO,PZKL4
NIDES,3,4.02,SFDBO,M14FR
UF7S5,3,31.71,E5UW8,YE4GB
JY4OT,10,8.02,E5UW8,JTO6X
GQO71,3,2.76,OXFNH,RAUEN
0YWDF,10,0.99,7YNJ0,P6J2X
WZ3H2,7,1.07,E810I,4XTQO
OTOPM,3,9.08,TQTHE,RIDJT
7IPBQ,5,6.38,2O49Y,UF431
VSR35,4,7.11,2O49Y,5KX5O
ZEIBN,3,1.15,0XYHE,D3GAP
A9RFT,7,7.59,C785J,9SZWD
SF782,10,6.74,6W0HO,CNPR0
7DHRN,9,18.42,2GW0P,WURYH
YYEH6,9,4.64,DMBMU,P4XL5
UTXYC,7,16.55,3TK03,LNLBU
2IJCH,6,0.99,QRQJ0,7RF4Y
JE8BU,10,5.93,ZS2TT,H1ZUB
3SRH1,9,3.47,BU0ED,FA3EA
T6IFG,3,15.52,SR43S,ALCBL
8G4JO,3,2.53,SR43S,46HCV
IIIFT,5,1.6,SR43S,F5WUW
L0ZBA,8,9.57,LK9Q6,UXXKY
1TQDP,9,2.75,LK9Q6,3MAE2
I50I2,1,5.67,0LPZF,XQUM7
382H9,1,20.17,FFEY6,W2KMW
IC62A,10,3.89,JUI2Y,WSJJC
2BUCZ,1,1.47,XH29W,TJHLQ
NWOGY,6,7.36,CIFDO,P54TQ
RE9AG,8,5.87,TSOYA,XQUM7
P3CSI,5,15.31,QVQVG,2AT8T
2C7PG,6,3.97,LCP1Z,06WHX
RMZD9,6,3.57,LCP1Z,K4J06
SOB01,10,6.86,FAOJE,OMD3C
8DGQB,4,0.99,Q94QX,J9Q60
QZ22V,3,3.08,DVADU,2MQBL
7XNVL,7,5.51,823VX,6ECVS
B7MYW,10,0.99,823VX,QTY42
LJBHV,3,3.28,MP9Q1,17PRY
LAL4V,1,11.85,MP9Q1,IIL48
13HNE,2,16.61,MP9Q1,BRYPX
L6IX7,3,13.2,I9DGF,V6BKZ
G5U6S,6,10.36,MOQE4,QHEZU
E3AJD,9,0.99,MOQE4,MW448
7SQRR,7,4.21,K1AU9,YGKLY
EN1D4,10,4.42,K1AU9,YGKLY
Q2HTX,3,2.06,XZIR9,UORX8
OPHI4,2,5.12,YCBUZ,R8M1V
Y3793,6,5.1,IPJAT,V92FI
66MLJ,9,9.76,PGLY6,SSJWN
WQC7J,8,4.02,SIVQC,YHD9M
BKGUV,4,8.6,NMA29,RDXAE
A93EI,3,1.12,CME90,BLOCR
VJO6S,6,6.19,C0TT2,S5F2I
LITKQ,3,6.62,600XN,MUFUS
OCYRU,1,3.37,600XN,PG842
IBW5B,2,3.05,600XN,IW939
OIDLK,9,8.55,600XN,B7B06
XDYTQ,3,5.1,PDMQD,P47CN
D0KVE,2,3.65,31VS8,0HZF8
IBTWD,9,14.21,O4W8A,04SGA
EQA4A,2,5.63,5DUU0,KNQNE
6KDG8,9,3.12,5DUU0,1O9DX
HQ1W3,10,0.99,L90SN,KB856
12DGB,6,4.33,KVVTP,YDQ0J
YON6Z,6,7.29,2120B,RFBU9
0HMPY,10,4.73,KREV9,1GK0H
UHMUH,10,2.07,LTK72,8HUQ4
XRB88,5,20.26,2GLEK,8A94M
7N1EL,6,6.96,2GLEK,LXJML
ZA9IB,1,1.54,2GLEK,4YKYZ
3ME6A,6,2.94,GA7W1,3E00S
4FJ2Y,1,3.39,4LK72,OVT81
L8UNC,7,9.61,4LK72,ZZLFP
ZZJSV,6,1.2,OQGOY,6MCT9
12Y6D,4,2.45,0VCGG,RIYZZ
UYFIN,2,17.62,HA0ZB,5LXR0
CRU6I,10,3.3,N1YPG,4P6ZD
67E07,5,5.38,OISNP,P47CN
IEL79,6,2.12,OISNP,IW939
BI33C,4,9.8,MHKBA,JHXPY
FNHSE,9,8.3,SBTAB,UT102
XZ2HI,10,3.26,UWN5N,B28ZZ
ZMC26,8,3.63,UWN5N,X5XG7
HJGLD,9,4.0,HA7CU,PZKL4
YDKJA,4,5.05,HA7CU,AJ69P
E6ESA,1,24.98,EB5XJ,3R28Q
29QWC,8,4.53,JKJ3Y,4P6ZD
6AUG2,5,2.04,O0AXW,Q7BWL
29WMY,3,24.18,0Y8UO,LOPO9
L486T,10,0.99,0Y8UO,G1KVR
0DRPV,7,3.42,ZAS68,ZML2R
PBTTN,8,3.13,24FCC,8HUQ4
N26C4,10,6.94,99HDV,5KX5O
LDSYL,7,2.47,WB2RB,OV4WH
EOPYC,1,17.57,WB2RB,9S30I
4FJ6Q,10,7.89,1HJQJ,0X9GR
PWSIV,3,7.61,3C11P,28PAO
BQGE0,8,1.06,QZUDQ,4XTQO
IUDJH,9,4.3,QZUDQ,1Y87V
AQ85E,8,1.59,KL38O,GPQU7
0BY3S,6,4.52,KL38O,MQDMU
GUT1Q,10,1.43,L2V7X,INC58
JDQQ7,3,4.46,L2V7X,7NZ9Q
V15H4,5,4.71,UNEK0,XZVBW
I5V9Z,2,3.88,4QAW6,3XFXC
BJAKL,1,3.22,HNUEU,R8ZD5
KNHJF,3,20.37,68TQR,8IDLX
A7IGW,10,5.54,229ZS,L9TI9
6PBXA,3,7.2,229ZS,TAWAM
08FGQ,10,8.42,PJGPY,OVT81
WBIQL,8,5.78,PJGPY,OINLG
M7BAR,4,9.6,YPJ00,TUSKH
KL73T,2,6.38,YPJ00,DW4BN
UZOQ7,7,3.45,889VW,EB2EI
WFWT0,8,6.77,PYOYM,Q2MWM
S0RZ8,9,5.58,PYOYM,3CSM5
VPQCQ,6,3.94,PYOYM,1GK0H
7S3AX,9,8.3,3GS9I,M14FR
R0OYM,10,4.71,3GS9I,NEUMF
QGG6I,8,2.02,81WFI,7NZ9Q
BLKG7,1,14.56,6AY0D,RNRSP
2OFWE,5,3.11,VF1CI,M3XI5
HCEZF,10,11.97,NBD9U,PSYJY
3KKAS,8,15.21,NBD9U,BRYPX
HVAD8,8,0.99,41FYC,QTY42
AJT03,9,2.92,NTD8S,M54RL
0C0OA,9,15.34,CVA8G,9SZWD
L4OYT,5,6.13,WI1VX,KF20R
9Z57L,3,5.09,ULDP9,5YV6H
W7MJM,3,4.09,544AQ,MX5D9
595YF,9,29.48,S9JSF,ONSIO
OWY1G,6,2.93,F1KB1,ZUHO3
HM7VE,5,8.08,D7RMB,ZKYBU
27TXS,7,3.24,1YYX4,0HZF8
NEJGG,10,1.83,1YYX4,8Z8TG
G3RM8,7,19.68,YAJ64,WURYH
PG6F2,3,3.39,LF0O2,IXCU9
K8G9P,4,16.43,06QXP,U26HH
0183Z,1,4.83,M44SZ,P54TQ
Z6KQZ,7,6.64,Y1B96,WHJNN
SF3Z9,7,8.08,Y1B96,RNRSP
6NLAF,8,9.56,9Y9IE,PCJUY
YH7D2,1,3.88,CGM5D,1O9DX
BCA4G,6,5.33,0PY8F,LW1CZ
FY9PW,1,4.35,0PY8F,GS8WX
AEA98,3,5.39,VJ485,05V84
7U1RA,4,3.3,3D5ET,7PU2X
QWJ7U,9,5.84,60CVU,GQCKF
3D9CC,6,6.13,67H8D,X1MYK
5TCPR,4,1.25,67H8D,0O1IB
10OOJ,4,2.94,BNQZF,58OU3
FRH1X,10,4.79,IFOK2,U9UKN
0PNBI,3,4.93,E8KA6,N7KF3
1U5FC,6,10.87,KTTCN,ZZLFP
RRH44,1,3.1,AUBV5,3XFXC
KF9E6,9,5.17,4QR5P,F6QZB
U9Y4L,3,11.6,GX56R,74HC1
T0NLJ,9,9.0,5FPD3,I06B8
QOQEU,2,7.33,5FPD3,JDQP2
JKXHN,1,3.69,4N4YK,92RTN
T03CQ,2,9.65,Y3J9S,GOH26
YE1EI,5,4.15,Y3J9S,92RTN
E2AWP,8,4.76,Y3J9S,P47CN
PGENR,8,28.19,PH2SV,GULLZ
RN66V,2,0.99,LH4QK,7SBHG
2W83O,1,14.13,LH4QK,PJZPV
AKWRK,6,9.84,0PM84,WFT9G
J0N30,7,15.43,4E7PV,TTXEH
GAUFC,5,3.29,4E7PV,C7E2U
9SCWC,7,3.41,4E7PV,5920Z
MZT4W,9,7.27,4E7PV,MUFUS
GPWFN,3,6.93,SC8IO,JPUPM
7XSOM,9,6.63,YF17L,33ZMJ
XF3TR,4,0.99,XC2XC,MMT4N
HUVJY,9,11.61,8JMAU,KQ2IA
S0WLE,2,0.99,CEKLT,XWXG8
E96QV,4,4.53,VD26R,RFBU9
MPJ2V,10,5.24,EOXXT,O5OUG
TRPNV,10,4.57,EOXXT,TMD3L
ISUSE,10,5.42,BH33Z,XJGQ8
YADN6,6,23.81,HUQAG,9S30I
SXKU0,8,2.04,NNUA0,6X2OD
BMW5T,9,5.54,4IC08,22P6A
83CD5,6,4.47,2IY3M,3K7ZD
QCXLM,2,14.55,2IY3M,2HA90
VR07H,10,7.99,A12UU,7S3OW
J22Z4,7,3.0,A12UU,UBFLZ
9ZYA8,8,2.73,A12UU,WNXM6
6G34E,8,1.82,P6AAT,EEHTM
TPA2Q,2,16.59,W595R,84G67
Y7PSJ,7,5.15,FVE7P,7NVUS
KOEQY,6,0.99,FVE7P,A84LU
UDUSG,3,6.38,MTXVS,LSX4P
MPKCE,7,6.76,8K3WZ,75STJ
L72IR,4,4.25,85K5A,PKAJG
NIF7O,8,10.84,CWBC2,8FG4T
6QNXR,6,2.76,2UFDD,IADDY
JU1ZI,3,14.19,ZCU0T,UBZYL
HNKQ5,4,0.99,VUGCE,G1KVR
1MBVG,2,5.03,VUGCE,ZQX4M
OKZRX,3,2.36,VUGCE,BJRUL
VD714,8,2.94,L9ILL,4OQJ1
QLWI4,5,4.04,2SEXM,PZKL4
RKAMV,2,12.55,22QA2,YWRAR
0E7CF,8,6.95,22QA2,8FG4T
2J07E,7,2.97,22QA2,6C9G3
ZNHB7,10,1.99,22QA2,8HUQ4
CY01D,8,4.85,8YYFL,YNJAA
3V90D,7,4.55,1U5WB,PWEGA
IUJD7,6,58.94,1U5WB,X0401
ZXQ82,10,10.08,PLXFL,ALCBL
YUOLD,6,2.71,PLXFL,CLDLH
9QQB6,4,0.99,PLXFL,HJFMO
JZRZI,3,10.34,LVR53,OMD3C
YXP8B,5,9.44,HOO5G,TSN5P
NQFKV,6,0.99,HOO5G,7SBHG
6V2OF,4,3.59,HOO5G,46HCV
XQBLP,10,4.04,8OK9U,XLH3C
KNU7F,1,10.75,9HQT6,WFT9G
CC6XG,5,7.08,0VV0U,LODFL
0SZVL,1,10.96,WZN97,RDXAE
KSW1U,10,13.68,WZN97,7GQ6D
3TUV9,9,2.53,Q4DN7,GN11E
WM67R,1,25.35,56MZ2,8IDLX
RPFDZ,5,0.99,N4E1B,0VMR0
LCE16,6,2.56,N4E1B,FC3F3
M5CKL,3,3.95,IOH75,OVMCR
5AW8O,9,10.59,6TXOK,V6BKZ
JQY0F,9,2.03,RKUL0,BZ2IX
7DLA8,4,20.69,H4ZIQ,N1Z3S
OIQ4J,7,7.68,3EFEE,XLH3C
TTZ7P,7,2.1,3EFEE,S1OKU
VCJ3W,9,7.38,C7XB9,W4HR9
FXJ2S,1,11.08,8UM75,ALCBL
4X2QO,6,14.75,8UM75,Z8DO8
CGTL8,3,3.0,8UM75,QHH1G
5Y0ZC,4,1.14,8UM75,KB856
RV7SR,7,2.28,8UM75,93NRR
EFC0I,4,20.49,KWK6U,7BWW9
LRJIJ,4,7.31,KWK6U,4P6ZD
QGQVB,3,1.12,KWK6U,5LJYY
LONJL,7,2.66,UQZ4H,LXJML
Z1H7Y,8,3.36,G5PMT,A46O7
XDD78,7,3.55,G5PMT,24TM5
LIN1O,4,7.7,49T9R,4VJIT
12792,6,9.96,49T9R,0U8WK
RWTK3,8,5.05,0F7LC,WGTLD
3T4AU,6,3.47,XKT0V,GN11E
RN4JO,6,8.39,ZTRNT,PZU51
K65OA,7,9.66,EZM0T,74HC1
ES1ZI,4,4.06,EZM0T,8HUQ4
RN3QS,10,7.74,U3MEV,1ZKKL
OAT1D,6,11.41,062GS,SSYOY
ESYM9,8,6.54,AXRB7,0U8WK
9IFW7,3,4.52,AXRB7,VL9CZ
MXDBD,8,2.61,OI04Q,P39SF
4Q0IY,2,4.34,87NP2,TBV62
DXNC9,6,5.11,5CHPR,G21HT
DC3LW,7,2.57,R4PGP,VL9CZ
XH1RX,10,5.51,WOVFX,JZVRK
S3TZG,9,4.77,2ZPZ9,ER571
R42XN,6,3.12,IJ6YN,I6NQP
M7R60,7,6.94,IJ6YN,AJ69P
K8GR8,9,4.03,AX4GT,EEOQA
2S58Z,8,3.84,PNIZZ,43CM8
1C3NA,10,1.65,3QYEW,FJZQE
7DAJ8,2,3.22,8LTIN,FA3EA
UF64U,1,4.7,4LUKG,A46O7
7EEQX,3,0.99,4LUKG,W4SRU
XDRX4,8,11.65,5ZGHJ,OMD3C
VXWSL,7,2.45,JUKBT,P39SF
KSQSV,7,10.03,JUKBT,94NLG
0ICZQ,3,2.34,EFH82,58WHL
JKI8C,10,0.99,RLTYX,57TK1
SIZ4C,1,5.97,HSVO1,05V84
HYRGP,8,12.41,HSVO1,V6BKZ
C09BF,6,5.97,W71RB,V059U
XTVT6,9,4.75,TRHFI,HIJX4
BBTNU,3,5.76,TRHFI,5920Z
A8TL1,10,8.36,SPZMZ,MUFUS
RNT78,7,18.98,S33VC,15CBH
